Board,Reference,MPN,Footprint,Apertures,Minimum_area_ratio,Datasheet,Disposition
Main,U4,DRV8231ADSGR,Texas_DSG0008A_WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,10,0.9204,https://www.ti.com/lit/ds/symlink/drv8231a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R30,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C39,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C15,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R57,0603WAF3301T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R56,0603WAF3301T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,Q1,2N7002,SOT-23,3,2.2236,https://www.jscj-elec.com/gallery/file/2N7002%20SOT-23%20V2.0.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C75,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R22,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U19,TLV9001IDBVR,SOT-23-5,5,2.1587,https://www.ti.com/lit/ds/symlink/tlv9001.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C83,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C24,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R67,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,D2,SMBJ6.0A,D_SMB,2,6.2117,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C83270,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C80,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R24,0603WAF3301T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C63,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R33,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R17,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R80,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U29,SN74LVC125APWR,TSSOP-14_4.4x5mm_P0.65mm,14,1.6246,https://www.ti.com/lit/ds/symlink/sn74lvc125a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R55,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C5,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R12,0603WAF3301T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R7,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R61,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R9,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R75,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U5,DRV8231ADSGR,Texas_DSG0008A_WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,10,0.9204,https://www.ti.com/lit/ds/symlink/drv8231a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U13,TPS259470LRPWR,Texas_RPW0010A,12,0.9159,https://www.ti.com/lit/ds/symlink/tps25947.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R21,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R127,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R142,0603WAF3302T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R123,RC2512JK-7W47RL,R_2512_6332Metric,2,4.6441,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R139,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R102,0603WAF3300T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,U22,SN74LVC08APWR,TSSOP-14_4.4x5mm_P0.65mm,14,1.6246,https://www.ti.com/lit/ds/symlink/sn74lvc08a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C45,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R138,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R97,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R144,0603WAF3302T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R100,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R107,0603WAF0000T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R96,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C46,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R87,0603WAF4701T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C60,CL10C220JB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,D6,SMBJ6.0A,D_SMB,2,6.2117,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smbj_datasheet.pdf.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R113,CRCW060334K8FKEA,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C48,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R89,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C43,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R115,0603WAF1004T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R111,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,U30,TLV1811DBVR,SOT-23-5,5,2.1587,https://www.ti.com/lit/ds/symlink/tlv1811.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R103,0603WAF3300T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C61,CL10C220JB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C90,16SVPC100M,CP_Elec_6.3x5.9,2,5.6766,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R105,0603WAF0000T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C47,CL10B473KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C49,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R82,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R90,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R121,RC2512JK-7W47RL,R_2512_6332Metric,2,4.6441,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R114,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R106,0603WAF0000T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R98,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C59,CL10C220JB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R95,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R112,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,U21,DRV8316RRGFR,Texas_RGF0040E,52,0.9159,https://www.ti.com/lit/ds/symlink/drv8316.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C56,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R92,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,U23,ADS7038IRTER,WQFN-16-1EP_3x3mm_P0.5mm_EP1.68x1.68mm,17,0.9956,https://www.ti.com/lit/ds/symlink/ads7038.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C67,CL10C220JB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,Q5,AO3400A,SOT-23,3,2.2236,http://www.aosmd.com/pdfs/datasheet/AO3400A.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R120,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C41,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R81,0603WAF220JT5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C57,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R86,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R122,RC2512JK-7W47RL,R_2512_6332Metric,2,4.6441,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R83,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C52,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R104,0603WAF3300T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C66,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,Q4,2N7002,SOT-23,3,2.2236,https://www.onsemi.com/pub/Collateral/NDS7002A-D.PDF,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R140,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R117,0603WAF1004T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R88,0603WAF4701T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R109,0603WAF0000T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C54,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R137,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R145,0603WAF3302T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R84,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C69,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C50,CL21A226MAQNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C58,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R124,RC2512JK-7W47RL,R_2512_6332Metric,2,4.6441,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,U26,SN74LVC125APWR,TSSOP-14_4.4x5mm_P0.65mm,14,1.6246,https://www.ti.com/lit/ds/symlink/sn74lvc125a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R119,0603WAF1000T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C51,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C65,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C44,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C68,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R146,0603WAF4701T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R94,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,U24,SN74LVC125APWR,TSSOP-14_4.4x5mm_P0.65mm,14,1.6246,https://www.ti.com/lit/ds/symlink/sn74lvc125a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,U31,LM4040AIM3-2.5/NOPB,SOT-23,3,2.2236,http://www.ti.com/lit/ds/symlink/lm4040-n.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R116,0603WAF1004T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,C42,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R108,0603WAF0000T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Wheel,R91,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Encoder,U27,MA735GGU-P,MPS_UTQFN14_2x2,14,0.7752,https://www.monolithicpower.com/en/documentview/productdocument/index/version/2/document_type/Datasheet/lang/en/sku/MA735GGU/,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Encoder,C62,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
