Designator,MPN,LCSC Part #,Units for 5 boards,Quote treatment,Recorded sourcing status,Supplier URL
U14,SN74LVC2G04DCKR,C105251,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C105251.html
U15,SN74LVC1G123DCUR,C352969,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C352969.html
U16,SN74LVC08APWR,C465737,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C465737.html
U17,SN74LVC08APWR,C465737,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C465737.html
U18,SN74LVC08APWR,C465737,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C465737.html
U19,TLV9001IDBVR,C398363,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C398363.html
U20,TPD2E2U06DCKR,C1855726,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C1855726.html
U25,SN74LVC125APWR,C7813,5,JLC matching pending,Catalog identity checked; stock/assembly eligibility refresh required,https://www.lcsc.com/product-detail/C7813.html
U28,TPS22919DCKR,C2149796,5,JLC matching pending,Catalog identity checked; stock/assembly eligibility refresh required,https://www.lcsc.com/product-detail/C2149796.html
U29,SN74LVC125APWR,C7813,5,JLC matching pending,Catalog identity checked; stock/assembly eligibility refresh required,https://www.lcsc.com/product-detail/C7813.html
U32,ICM-42688-P,C1850418,5,JLC matching pending,Catalog identity checked; stock/quote refresh required,https://www.lcsc.com/product-detail/C1850418.html
U33,TPS7A2450DBVR,C2864436,5,JLC matching pending,Catalog identity checked; stock/quote refresh required,https://www.lcsc.com/product-detail/C2864436.html
U34,SN74LV1T34DBVR,C100024,5,JLC matching pending,Catalog identity checked; stock/quote refresh required,https://www.lcsc.com/product-detail/C100024.html
U35,PMW3360DM-T2QU,C20612443,5,Separately sourced / manual installation,"OUT OF STOCK at catalog; exact retail sample pair identified; customer-supplied/post-assembly sensor, quote pending",https://www.lcsc.com/product-detail/C20612443.html
U36,TLV75519PDBVR,C2865381,5,JLC matching pending,Catalog identity checked; refresh JLC stock/service before order,https://www.lcsc.com/product-detail/C2865381.html
U37,SN74LVC125APWR,C7813,5,JLC matching pending,Catalog identity checked; refresh JLC stock/service before order,https://www.lcsc.com/product-detail/C7813.html
U38,TPS22918DBVR,C131941,5,JLC matching pending,Catalog identity checked; refresh JLC stock/service before order,https://www.lcsc.com/product-detail/C131941.html
U39,SN74LVC1G125DBVR,C23654,5,JLC matching pending,Catalog identity checked; refresh JLC stock/service before order,https://www.lcsc.com/product-detail/C23654.html
