Via,UUID,KiCad X mm,KiCad Y mm,Gerber/CPL X mm,Gerber/CPL Y mm,Drill mm,Diameter mm,Net,SMD pad drill overlap
V0367,d3b7961d-2ed5-418d-972b-4ff07dd74858,37.35,96.95,37.35,-96.95,0.2,0.45,MOTOR_SPI_SCLK,
V0368,7ded6b57-c285-48a1-b7dd-a8c3fef84de6,37.4,102.6,37.4,-102.6,0.3,0.6,GND,
V0369,721788f1-0149-4a55-8c37-ad22b33d3f6b,37.45,89.45,37.45,-89.45,0.2,0.45,OPT_CTRL,U3.26@F.Cu
V0370,dc0d0471-bd9d-4ea5-b45f-dbfabd0e3292,37.55,9.7,37.55,-9.7,0.3,0.6,VBUS_USB,
V0371,d339f3d4-53ad-476b-810a-69dde2537f3a,37.55,10.5,37.55,-10.5,0.3,0.6,VBUS_USB,
V0372,1fd1ab08-f4d9-4d27-a574-965e34f9c4e7,37.6,55.65,37.6,-55.65,0.2,0.45,SPI_MOSI,U37.2@F.Cu
V0373,eb63ffd1-569c-4d43-afb3-1d595223b302,37.65,56.4,37.65,-56.4,0.2,0.45,OPT_MOSI,U37.3@F.Cu
V0374,958869e4-1c3f-4619-9efb-3d0c70a636d8,37.65,59.55,37.65,-59.55,0.2,0.45,GND,
V0375,020c1778-67fe-421d-9b16-682c4d164c31,37.75,62.95,37.75,-62.95,0.2,0.45,OPT_3V3,
V0376,f87e8773-6826-405c-b7fc-f48ede1ae5dc,37.8,88.7,37.8,-88.7,0.2,0.45,CS_IMU,
V0377,620622af-de9b-4136-b835-85dee2874c42,37.95,91.15,37.95,-91.15,0.2,0.45,ACT_HEARTBEAT,
V0378,488d727f-2a9a-429e-a3e7-6a3eec4f4ef6,38.175,85.2,38.175,-85.2,0.2,0.45,WHEEL_RUN_REQ,R77.1@F.Cu
V0379,09abe31c-1ef3-4870-a309-94a222009cbc,38.2,55.7,38.2,-55.7,0.2,0.45,SPI_MOSI,U37.2@F.Cu
V0380,4e3342df-5db1-4c05-9883-7c8574b3bc77,38.2,57.0,38.2,-57.0,0.2,0.45,CS_PAW,U37.4@F.Cu
V0381,c26d68cc-a2d2-4fdb-a30d-ee6e60b77a58,38.3,102.6,38.3,-102.6,0.3,0.6,GND,
V0382,bb0e57d9-6b61-47fd-9a00-285a0b3ffe97,38.35,10.0,38.35,-10.0,0.2,0.45,USB_CC2,
V0383,7098ff1d-d327-4ae1-9779-23bbfbeb1003,38.35,93.3,38.35,-93.3,0.3,0.6,GND,
V0384,c51fb285-2bdb-4fe2-96e3-0be2bd1a9ddf,38.45,52.4,38.45,-52.4,0.2,0.45,GND,
V0385,45c5c468-ab95-4c21-a7a0-d105ab0552b9,38.7,57.4,38.7,-57.4,0.2,0.45,SPI_SCLK,
V0386,30024abd-5c90-4f3b-b98a-e5dcefcab1e8,38.8,99.6,38.8,-99.6,0.3,0.6,BTN_M_CMD2,
V0387,4c8f3f74-9b17-4bf2-92f6-84fb2dc2e573,38.8655,97.825,38.8655,-97.825,0.2,0.45,GND,U3.61@F.Cu
V0388,98a3644a-5a02-4969-af36-165637e4e4f4,38.9,63.05,38.9,-63.05,0.2,0.45,GND,
V0389,a7fe608e-67ef-46b0-ad4b-908abc01b406,39.15,92.7,39.15,-92.7,0.2,0.45,WHEEL_PWM_A,
V0390,b68cd053-5595-45ad-90eb-f4df28c69bd4,39.2,102.6,39.2,-102.6,0.3,0.6,GND,
V0391,f62b09ce-b022-4281-bf94-e7c222157cc8,39.3,60.1,39.3,-60.1,0.2,0.45,SPI_MISO,
V0392,5ee73333-9203-4d63-b239-a993fa591558,39.6,81.2,39.6,-81.2,0.2,0.45,OPT_1V9,
V0393,7f0c2cd4-ab66-49a8-b65b-c65096b94903,39.75,54.45,39.75,-54.45,0.2,0.45,HALL_M,
V0394,d877427b-2ed4-40e9-a85a-2f37fb1c063d,40.0,24.575,40.0,-24.575,0.2,0.45,GND,U1.3@F.Cu
V0395,8de88130-84ec-47cb-b8ff-08e385112f9a,40.0,102.6,40.0,-102.6,0.3,0.6,GND,
V0396,25d1ff0b-40e3-4bba-915e-39e78d0916f4,40.15,55.3,40.15,-55.3,0.2,0.45,OPT_CTRL,
V0397,0b932fa2-07c6-48d4-867e-a0c8c4aebaf1,40.15,62.05,40.15,-62.05,0.2,0.45,CS_DRV8316,
V0398,292af88b-e9df-456b-ac34-7c8840cfb97c,40.15,86.9,40.15,-86.9,0.2,0.45,OPT_CTRL,
V0399,edafb127-cd92-4be7-90a5-15909c94b193,40.3882,63.0563,40.3882,-63.0563,0.2,0.45,GND,
V0400,e1bfbfdc-e31a-4902-ab44-baa62ef06d4c,40.4495,56.4135,40.4495,-56.4135,0.2,0.45,GND,
V0401,6c53d6fb-947a-485f-98a8-317a50622d63,40.7,82.6,40.7,-82.6,0.2,0.45,SPI_MISO,
V0402,d66582fa-8ebe-4664-85a8-099c181595a6,40.8,102.6,40.8,-102.6,0.3,0.6,GND,
V0403,323dbcdd-e01f-4669-bf61-2befd0a63f41,41.1,60.4,41.1,-60.4,0.2,0.45,SPI_SCLK,
V0404,d088e315-5171-4d19-a1e2-882c0487db11,41.2,61.6,41.2,-61.6,0.2,0.45,DRV_FAULT_N,
V0405,666d683a-b0e5-4ba7-adaa-9ebd9b0d816c,41.5,88.65,41.5,-88.65,0.2,0.45,SENS_REQ,
V0406,7e10b480-b85a-492f-a50d-1bc6055083bb,41.5322,56.5822,41.5322,-56.5822,0.2,0.45,GND,
V0407,b7796475-f271-4aff-870f-c1bf75db53b5,41.7,89.75,41.7,-89.75,0.2,0.45,ACT_HEARTBEAT,U3.21@F.Cu
V0408,7bd1973a-dac0-40f0-9636-688516839088,41.7,102.6,41.7,-102.6,0.3,0.6,GND,
V0409,70a12794-8bf3-46ed-98f1-6068b98921bc,41.75,24.7,41.75,-24.7,0.2,0.45,GND,
V0410,fa1a076c-262c-488f-b0c4-a02d1d499457,41.75,82.975,41.75,-82.975,0.2,0.45,GND,C72.2@F.Cu
V0411,0bdf9529-486d-4330-974e-c2f234b9a282,41.75,90.75,41.75,-90.75,0.2,0.45,CC_OUT2,
V0412,1b5d8ca2-1c17-4672-b364-a000fa858e16,41.85,52.35,41.85,-52.35,0.2,0.45,HALL_L,
V0413,5179f01a-6339-4bb5-987a-058b5bd40736,41.85,58.35,41.85,-58.35,0.2,0.45,SPI_MISO,
V0414,3be0594c-2003-4be6-af99-e75e0c524563,42.0,60.7,42.0,-60.7,0.2,0.45,DRV_FAULT_N,
V0415,3e3598fa-85ce-4974-8d00-5569b0ac598b,42.15,57.8,42.15,-57.8,0.2,0.45,ADC_CS,
V0416,668e2b63-4b64-4752-bb6f-68795bce64e4,42.15,86.75,42.15,-86.75,0.2,0.45,OPT_CTRL,
V0417,f303d7f2-9bf5-4915-baf9-77e82e7383e3,42.25,55.4,42.25,-55.4,0.2,0.45,GND,
V0418,87ca42ee-74ec-4a7f-9979-97d7b236163e,42.35,62.9,42.35,-62.9,0.2,0.45,CS_DRV8316,
V0419,731d7d28-17ed-4bae-99dc-e9f1cd0971fd,42.45,9.7,42.45,-9.7,0.3,0.6,VBUS_USB,
V0420,8f47fb34-a62b-4c9b-b1ed-3ba9b8a98dbe,42.45,10.5,42.45,-10.5,0.3,0.6,VBUS_USB,
V0421,4a7df434-9116-4241-986f-88347e5625fd,42.45,89.6,42.45,-89.6,0.2,0.45,ACT_REQ,U3.20@F.Cu
V0422,bf71eae5-5730-4656-8814-dd0c6a81e8bb,42.5,102.6,42.5,-102.6,0.3,0.6,GND,
V0423,bd2b6008-b568-4961-abc8-60a9ad51de33,42.55,83.8,42.55,-83.8,0.3,0.6,+3V3,
V0424,b82ee91a-0195-4af6-ba9e-35da45f84b9b,42.65,61.35,42.65,-61.35,0.2,0.45,CS_MA735,
V0425,8f66edc7-33c3-493d-b8f8-3d7ed34d232c,42.65,84.75,42.65,-84.75,0.2,0.45,IMU_INT1,
V0426,ac01b034-134c-4513-a0a8-f8b55015071e,42.9,94.45,42.9,-94.45,0.2,0.45,SPI_MOSI,
V0427,a9560214-0829-402c-ad59-068eb15963a0,43.0,24.7,43.0,-24.7,0.2,0.45,RGB_DIN,
V0428,fd9ff314-0f88-45da-aa80-5de8e20150af,43.0,85.375,43.0,-85.375,0.2,0.45,GND,
V0429,01dc88db-c54a-4fb3-8a58-b90bf6b6eed2,43.0,87.85,43.0,-87.85,0.2,0.45,RGB_DATA,R78.1@F.Cu
V0430,7339cc08-67ca-4bec-a499-e9dc2312b2b6,43.0,97.6,43.0,-97.6,0.3,0.6,BTN_M_CMD2,
V0431,0e2aa975-ac03-42a8-afda-687d0b3688f1,43.05,52.35,43.05,-52.35,0.2,0.45,HALL_M,
V0432,221a5533-643f-4ba6-aaf1-abc39e2e1d16,43.05,96.0,43.05,-96.0,0.2,0.45,CS_PAW,
V0433,7cea0297-eebd-4f65-8315-7f926ccdcb97,43.15,59.65,43.15,-59.65,0.2,0.45,OPT_3V3,
V0434,f209c526-bceb-4a03-a07e-5362cb71e7c7,43.15,62.9,43.15,-62.9,0.2,0.45,GND,
V0435,1afca0ae-9e5d-4963-938e-7e098a2da337,43.2,99.25,43.2,-99.25,0.2,0.45,MOTOR_SPI_SCLK,
V0436,b07dcc24-3800-4f12-a7db-957bc2737e44,43.25,9.3,43.25,-9.3,0.3,0.6,GND,
V0437,d5becaa7-bce2-4115-ae48-cef73ffd77c6,43.3,58.35,43.3,-58.35,0.2,0.45,OPT_MISO,U37.9@F.Cu
V0438,d16c13e4-c718-41bd-b095-f7b350aa3494,43.35,57.65,43.35,-57.65,0.2,0.45,CS_PAW,U37.10@F.Cu
V0439,1716af5d-837c-4081-8d3e-d1c4fe498a3e,43.4,102.6,43.4,-102.6,0.3,0.6,GND,
V0440,c5f16ab4-abf3-4f96-af29-e56c144e841a,43.45,51.6572,43.45,-51.6572,0.2,0.45,GND,
V0441,f6471098-9b97-4bd3-99ec-ca4970bae043,43.6,95.6,43.6,-95.6,0.3,0.6,BTN_L_CMD2,
V0442,e9286fe8-a195-42c5-b4f9-e2c1f8c03eb3,43.6,99.9428,43.6,-99.9428,0.2,0.45,GND,
V0443,93a0c7b8-1ebe-47be-b66a-4a255940b726,43.8,85.1625,43.8,-85.1625,0.2,0.45,+3V3,
V0444,6c6c3a93-5899-45ed-b93c-b941317d5f54,43.85,94.5,43.85,-94.5,0.2,0.45,CS_PAW,
V0445,4d36c0f9-a91e-4f01-8f28-400c327a4569,43.95,60.85,43.95,-60.85,0.2,0.45,ACT_5V,
V0446,403e93b9-1f96-4a27-a57f-ba8cc3535744,44.05,89.85,44.05,-89.85,0.2,0.45,CC_OUT1,U3.18@F.Cu
V0447,9346f8f2-e637-42dd-be55-13e19adf14cc,44.1,83.75,44.1,-83.75,0.2,0.45,SPI_SCLK,
V0448,6c55ccf6-c6e3-403b-b381-66de83a41ca4,44.199999,102.6,44.199999,-102.6,0.3,0.6,GND,
V0449,cfe531d7-dfca-4c73-993e-b7cb918c0aa8,44.2,92.0,44.2,-92.0,0.2,0.45,WHEEL_PWM_A,TP29.1@B.Cu
V0450,8cf7cbe7-510f-4198-87dd-32aea9eaf01b,44.3,24.7,44.3,-24.7,0.2,0.45,GND,
V0451,f18f770f-e6f9-4879-86d7-3442e74e8b62,44.35,85.8,44.35,-85.8,0.2,0.45,GND,
V0452,17a5fb60-67cd-4efa-9127-4df9eda14b96,44.65,94.5,44.65,-94.5,0.2,0.45,GND,
V0453,e5abfcc5-abc3-450a-84b1-fd84e8a01447,44.7,82.0375,44.7,-82.0375,0.2,0.45,SPI_SCLK,
V0454,8b2d99b0-af8b-4cb6-bae1-2eef5ed5c7de,44.7,83.95,44.7,-83.95,0.2,0.45,CS_IMU,
V0455,d856e22f-b3a9-416c-ad2a-faca8a24247f,44.85,90.4,44.85,-90.4,0.2,0.45,WHEEL_PWM_B,
V0456,2ceb2f61-23d7-43b8-87df-729d640ea346,45.0,57.2,45.0,-57.2,0.2,0.45,OPT_CTRL,
V0457,b078ae11-f9a7-4e07-8b3f-e3128aa0d984,45.0,96.4,45.0,-96.4,0.3,0.6,BTN_L_CMD1,
V0458,bed877f9-363b-4690-9c17-d5f3f2beca54,45.1,102.6,45.1,-102.6,0.3,0.6,GND,
V0459,07e32c57-d267-4c68-bab0-7f2009810175,45.1343,80.2157,45.1343,-80.2157,0.2,0.45,GND,
V0460,64080b6a-61d8-4084-8c93-f4191fb9740d,45.15,86.85,45.15,-86.85,0.2,0.45,GND,
V0461,21aaef0e-a587-4394-b16c-ac407e479979,45.2,2.95,45.2,-2.95,0.3,0.6,GND,
V0462,fc6b4327-fecc-420d-b565-e033c14e8dcf,45.2,7.13,45.2,-7.13,0.3,0.6,GND,
V0463,ecc6613b-36e9-46d7-9b13-a1543bf707fb,45.4,93.8,45.4,-93.8,0.2,0.45,ACT_HEARTBEAT,
V0464,5395b6f0-ec52-4b7e-843f-e9aea87a2bba,45.55,97.7,45.55,-97.7,0.2,0.45,CS_PAW,
V0465,a77b8b55-74ed-4b6a-877e-116758188df9,45.6,60.35,45.6,-60.35,0.2,0.45,GND,
V0466,b0b82a76-101e-4f6c-8f76-c042251832ea,45.7,79.65,45.7,-79.65,0.2,0.45,ADC_CS,
V0467,b70cb840-d8e4-4d3c-8e7a-97379394eb43,45.75,84.6,45.75,-84.6,0.2,0.45,+3V3,U32.8@F.Cu
V0468,d15d62a6-81f3-49c1-85e7-f27da74170d8,45.85,24.65,45.85,-24.65,0.2,0.45,RGB_DIN,
V0469,08fe928f-8fce-4606-b549-19a8ebbc2991,45.85,101.4,45.85,-101.4,0.2,0.45,BOOT_SAFE_SPARE,
V0470,0f6da1ec-d127-4f84-9f68-477aacb4e168,45.9,102.6,45.9,-102.6,0.3,0.6,GND,
V0471,187235ae-ed9d-4fdd-b807-0e9be731db18,45.95,88.65,45.95,-88.65,0.2,0.45,WHEEL_PWM_C,
V0472,88021a40-13e1-4677-8b81-ab295696d392,45.95,98.3928,45.95,-98.3928,0.2,0.45,GND,
V0473,42a5dfc7-4558-4f29-8100-31845947dfc5,46.1,91.8,46.1,-91.8,0.2,0.45,RGB_DATA,
V0474,26470af0-5f66-4c8e-8f7c-249f29994475,46.1,93.9,46.1,-93.9,0.3,0.6,BTN_M_CMD2,
V0475,410c4464-a04e-463f-8b3b-6ade4b067b06,46.1,95.6,46.1,-95.6,0.3,0.6,BTN_L_CMD2,
V0476,a2663f43-4360-40d6-91cf-fcec1b9afd20,46.1,96.4,46.1,-96.4,0.3,0.6,BTN_L_CMD1,
V0477,f6215a62-0ee7-4848-9323-ab42a557d46d,46.15,89.45,46.15,-89.45,0.2,0.45,SPI_SCLK,U3.16@F.Cu
V0478,89e25b1c-b441-473a-8ac4-8027b009c8c1,46.15,90.55,46.15,-90.55,0.2,0.45,WHEEL_PWM_A,
V0479,2062e02d-7c5d-4866-9949-4402b343ef27,46.199999,102.0,46.199999,-102.0,0.3,0.6,GND,
V0480,7ef8b640-95ca-4e2a-8c55-79bd93e40257,46.2,91.2,46.2,-91.2,0.2,0.45,ACT_DRIVE_EN,
V0481,5ed819e0-769a-4ed6-9782-bb7cf2123f05,46.2,92.4,46.2,-92.4,0.2,0.45,MOTOR_SPI_MISO,
V0482,294cdac9-ac02-42bd-b97c-49723f1e45bb,46.2,100.8,46.2,-100.8,0.2,0.45,BOOT,
V0483,85363497-5c75-4fad-815b-42a59df7732d,46.3,59.0,46.3,-59.0,0.2,0.45,SPI_MISO,
V0484,3737ed7f-2f1c-4ee1-b281-7c3a8835b7c6,46.3,60.5,46.3,-60.5,0.2,0.45,+3V3,
V0485,e45abcf0-ec2a-497c-a798-d246fe0caa42,46.35,83.25,46.35,-83.25,0.2,0.45,MOTOR_SPI_MOSI,
V0486,fe99f2da-adbe-439c-87ad-25867f02a589,46.35,85.05,46.35,-85.05,0.2,0.45,ADC_CS,
V0487,d0d7829c-7e37-43a3-bebb-2616e62f2bd5,46.35,97.1,46.35,-97.1,0.2,0.45,WHEEL_RUN_REQ,
V0488,778ddcc7-8444-4df6-bc06-ef75740e886d,46.4,55.7,46.4,-55.7,0.3,0.6,+3V3,
V0489,4efa648f-7e87-440c-bd26-bdc7fe360916,46.5,24.7,46.5,-24.7,0.2,0.45,RGB_5V,
V0490,39cd6ccf-a868-4ee7-a2e2-2bd02ad4d141,46.5,94.95,46.5,-94.95,0.2,0.45,BTN_M_CMD1,
V0491,e34c3b2b-7294-40a7-82e4-005aa2df18bb,46.6,46.775,46.6,-46.775,0.2,0.45,+3V3,C19.1@F.Cu
V0492,3f90b022-0246-4382-842a-353b499086a2,46.6,47.35,46.6,-47.35,0.2,0.45,+3V3,
V0493,c34bc827-e42c-4522-99b5-ba417adf842e,46.6,49.95,46.6,-49.95,0.2,0.45,BTN_M_ISENSE,
V0494,5d495d00-ba3d-45f4-b38f-f2d092d5b7be,46.7,80.9,46.7,-80.9,0.2,0.45,CS_ADC2,
V0495,70be4068-86dc-4cfb-81c0-3f770e644698,46.75,57.8,46.75,-57.8,0.2,0.45,ACT_5V,
V0496,e5fc98ee-d060-4a7b-8a7b-7aeb4e2a779d,46.75,84.5,46.75,-84.5,0.2,0.45,+3V3,C70.1@F.Cu
V0497,4ae241eb-b502-4ad6-ab5b-ea1372385e25,46.95,23.5,46.95,-23.5,0.2,0.45,RGB_DIN,
V0498,329dbe93-1c34-4133-b999-079a32042e64,47.0,28.65,47.0,-28.65,0.2,0.45,GND,R130.2@F.Cu
V0499,5f0510d3-1cc7-484b-926a-812304cddfc3,47.0,30.3,47.0,-30.3,0.2,0.45,RGB_5V,R130.1@F.Cu
V0500,c37f3c0e-b0ef-432e-b918-784351422f0b,47.0,44.35,47.0,-44.35,0.2,0.45,GND,
V0501,1e748195-0aa6-4296-8dae-e3ccec981b7c,47.0,85.525,47.0,-85.525,0.2,0.45,GND,
V0502,bfd7789b-c879-46d0-8221-902fdea90af4,47.0,90.5,47.0,-90.5,0.2,0.45,SPI_MOSI,U3.15@F.Cu
V0503,0e0a523a-3a4e-4cac-8cd7-478915c400c8,47.0,93.05,47.0,-93.05,0.2,0.45,BTN_R_CMD1,U3.12@F.Cu
V0504,3b66e98f-76be-4105-b8d5-839f3f96d9bd,47.05,17.35,47.05,-17.35,0.2,0.45,RGB_5V,U33.5@F.Cu
V0505,45194f17-4057-4955-9c4a-07150fb5eb0d,47.05,22.0,47.05,-22.0,0.2,0.45,PWR_5V,C73.1@F.Cu
V0506,ed46cf1a-7400-4e9d-aab6-2bd709d447bf,47.1,49.45,47.1,-49.45,0.2,0.45,HALL_M,
V0507,d0fac018-0180-4945-b169-39ecac7046f7,47.25,55.7,47.25,-55.7,0.2,0.45,GND,
V0508,7b2b5cf1-390f-4297-af21-32fa348b8e47,47.3,74.6,47.3,-74.6,0.2,0.45,OPT_VDDPIX,
V0509,7d532b18-41d9-442a-be8a-8b6b4de61a05,47.3,88.2,47.3,-88.2,0.2,0.45,BOOT_SAFE_SPARE,R80.1@F.Cu
V0510,30a42eb9-1eea-4dc2-af03-4d26f740c8c3,47.4,61.7,47.4,-61.7,0.3,0.6,ACT_5V,
V0511,4d74cad7-6f02-4f91-a351-2f8af50b9183,47.6,48.5,47.6,-48.5,0.2,0.45,+3V3,
V0512,a0020cac-d38d-4d8d-b5bb-750ca16b661c,47.6,60.35,47.6,-60.35,0.2,0.45,MOTOR_SPI_MISO,
V0513,ba9566c3-6181-4afd-86dd-d77ce39a40eb,47.6,82.1,47.6,-82.1,0.2,0.45,WHEEL_PWM_A,
V0514,79ca0bd0-0faa-457c-b146-a0fea44f0fc1,47.65,67.616,47.65,-67.616,0.2,0.45,GND,
V0515,38b6f6ae-612e-43da-a603-bbdb46b1accf,47.65,71.95,47.65,-71.95,0.2,0.45,GND,
V0516,5870603e-12ac-4d94-bbf2-7dc0f3b6e244,47.7,44.45,47.7,-44.45,0.2,0.45,USB_IMON_ADC,
V0517,1c2425fe-8a53-44ec-9352-72d92abb51bd,47.75,24.7,47.75,-24.7,0.2,0.45,GND,R129.2@F.Cu
V0518,37883c7d-f0e7-4b7b-9efc-1c03a82ecce8,47.8,20.8,47.8,-20.8,0.3,0.6,HALL_EN,
V0519,8b34f6dc-35ee-4e8a-b001-b757cd5023ed,47.9,89.4,47.9,-89.4,0.3,0.6,GND,
V0520,03637058-05b0-4020-afa7-e4916929b6cc,47.9,103.4,47.9,-103.4,0.3,0.6,GND,
V0521,e31cef18-e7e1-4396-b967-f7aeed150d29,47.95,28.325,47.95,-28.325,0.2,0.45,RGB_DIN,
V0522,bcf6d285-d0be-4e00-96ed-450e0d4a2c50,48.1,84.15,48.1,-84.15,0.2,0.45,+3V3,
V0523,fa1fbbbb-5511-4cdc-aec6-0a6abdedd1b3,48.1,95.1,48.1,-95.1,0.3,0.6,+3V3,
V0524,cb5de1fb-d383-4017-9e89-4a587d8273f3,48.15,66.75,48.15,-66.75,0.2,0.45,OPT_RESET_N,
V0525,6c6eada3-de30-40de-bdf5-c274846e31ef,48.2,47.55,48.2,-47.55,0.2,0.45,USB_IMON_ADC,
V0526,ff28e8eb-ff9c-415f-8747-93996f34978b,48.2,81.05,48.2,-81.05,0.2,0.45,ADC_CS,
V0527,3f2d534c-aa28-492a-a4d0-c51769245894,48.25,17.0,48.25,-17.0,0.2,0.45,HALL_EN,
V0528,51f9ef21-2b05-4fa3-82bc-8c09ed30a289,48.25,18.8,48.25,-18.8,0.2,0.45,GND,
V0529,42220572-5ed4-472d-8e32-24a7aec24a3e,48.3,48.2,48.3,-48.2,0.2,0.45,+3V3,
V0530,6fa118ed-6d91-4a85-a942-0f47522493f4,48.35,98.55,48.35,-98.55,0.3,0.6,VBUS_PRESENT_N,
V0531,fb0dfce3-0f87-4d55-8802-ea15b1f6abba,48.45,22.35,48.45,-22.35,0.2,0.45,GND,C73.2@F.Cu
V0532,f872c782-48fc-4b70-95ca-3b6b9c158256,48.45,79.9,48.45,-79.9,0.2,0.45,SPI_MOSI,
V0533,b20a08d9-40f1-4790-9c07-0d329c86515e,48.6,96.9,48.6,-96.9,0.3,0.6,BTN_M_CMD2,
V0534,b3a2c313-f427-4f42-93b9-62c4fe2585f7,48.65,41.6,48.65,-41.6,0.2,0.45,USB_IMON_ADC,
V0535,8bff88d7-e972-48d8-9083-0dad6006dd11,48.65,63.75,48.65,-63.75,0.2,0.45,ENC_MISO_LOCAL,R101.1@F.Cu
V0536,9630c65a-c1af-4ac9-9ab0-28075e5aa6c5,48.7,25.2,48.7,-25.2,0.3,0.6,VBUS_USB,
V0537,0ee5b96f-6fff-4b27-a0a8-760f10152fab,48.7,28.55,48.7,-28.55,0.2,0.45,RGB_5V,TP38.1@F.Cu
V0538,697ba9c3-d69d-4d31-9340-545b41343a6c,48.7,81.6,48.7,-81.6,0.3,0.6,WHEEL_RUN_REQ,
V0539,7558f90a-6e15-49ac-8ba9-75bec1daf984,48.75,55.5,48.75,-55.5,0.2,0.45,ADC_CS,
V0540,babe7322-a79c-4793-8a2f-09064f803fe3,48.75,90.15,48.75,-90.15,0.2,0.45,WHEEL_PWM_A,
V0541,6ebfdbde-e40c-43c6-ace4-8acab3a145d6,48.75,95.3,48.75,-95.3,0.2,0.45,ACT_HEARTBEAT,
V0542,3ae3ef49-9138-4fba-b69e-f5ebd88c7383,48.8,85.35,48.8,-85.35,0.2,0.45,+3V3,
V0543,3bd346ae-7f27-4af7-bdf9-bd3bb7a58c22,48.85,49.7,48.85,-49.7,0.2,0.45,GND,
V0544,b479d29d-f304-4638-9f25-1217660f771b,48.85,56.7,48.85,-56.7,0.2,0.45,+3V3,
V0545,78913d21-941a-4a92-a962-d1dba1832542,48.9,57.7,48.9,-57.7,0.2,0.45,DRV_MISO_LOCAL,
V0546,802100a5-ebcd-499e-9e21-5f73cc590b34,48.9,61.85,48.9,-61.85,0.2,0.45,DRV_MISO_LOCAL,
V0547,9e8c8390-12f9-4ce7-976b-5be20ecd0ade,48.9,103.95,48.9,-103.95,0.2,0.45,MCU_EN,
V0548,02ca3bca-c408-487b-b030-7627c37500c7,49.0,53.0,49.0,-53.0,0.3,0.6,GND,
V0549,682c2910-7fee-4db2-bd24-4d766de8e300,49.0,100.2,49.0,-100.2,0.3,0.6,GND,
V0550,ff744e8a-aec8-43dd-9b9e-ca15cc27d8e0,49.2,47.25,49.2,-47.25,0.2,0.45,BTN_R_ISENSE,
V0551,9387978b-8565-4813-8c26-0c36a6c76871,49.2227,80.1071,49.2227,-80.1071,0.2,0.45,GND,
V0552,12dbd98f-ae55-4569-a584-c8d04a02c957,49.25,23.65,49.25,-23.65,0.2,0.45,RGB_BUFFER_OUT,
V0553,bc33579e-f892-48f2-be6a-b5bc56aea474,49.25,28.35,49.25,-28.35,0.2,0.45,RGB_5V,TP38.1@F.Cu
V0554,65269672-e26b-4fc9-9a80-5560aa1695b5,49.25,58.75,49.25,-58.75,0.2,0.45,CS_DRV8316,
V0555,7d69687c-06ba-4de6-b2ef-8fc41136cd9c,49.3,31.85,49.3,-31.85,0.3,0.6,MCU_EN,
V0556,3edc4d90-e843-4ab6-9277-474589614e39,49.4,95.1,49.4,-95.1,0.3,0.6,+3V3,
V0557,f6226648-758e-4095-b0c7-a3e1d8dd59a4,49.45,86.5,49.45,-86.5,0.2,0.45,+3V3,C71.1@F.Cu
V0558,ff971ee5-b2da-4bb2-9c44-d2fc5365001e,49.5,62.75,49.5,-62.75,0.2,0.45,+3V3,
V0559,30c3acdb-60d5-4d3f-932c-61e2765e278f,49.6,83.05,49.6,-83.05,0.2,0.45,IMU_PIN9,
V0560,4cef0657-58b8-4b70-9f2d-8e33ec9e7e8f,49.65,41.4,49.65,-41.4,0.2,0.45,USB_IMON_ADC,
V0561,294686eb-be4f-46bd-a059-f4fa75708df7,49.7,85.25,49.7,-85.25,0.2,0.45,WHEEL_PWM_A,
V0562,485c6631-4c38-4897-a3d5-90af3fff4723,49.8,48.6,49.8,-48.6,0.2,0.45,+3V3,
V0563,25affa9f-f739-4f3a-a4b6-a9b009fa6047,49.8,92.55,49.8,-92.55,0.3,0.6,GND,
V0564,8733b79a-a87c-4e12-8cc0-cfefd21574fe,49.8323,56.5767,49.8323,-56.5767,0.2,0.45,GND,
V0565,7e78a768-d6cc-423f-bb45-2d1cd096ec8e,49.85,75.5,49.85,-75.5,0.2,0.45,GND,
V0566,fbbf5dc5-7929-4ff0-8a18-ca3dd02b63cc,49.9,20.35,49.9,-20.35,0.2,0.45,USB_CC2,
V0567,5b6463fe-d27a-4442-ad5d-7cd60f935511,49.9,65.349999,49.9,-65.349999,0.2,0.45,OPT_CTRL,
V0568,7af044d8-3bb3-4b1a-ac2f-f8089d0826b6,50.0,43.75,50.0,-43.75,0.2,0.45,HALL_L,
V0569,9b9361a3-ceee-4bba-8017-859a86fb7b38,50.0,83.75,50.0,-83.75,0.2,0.45,+3V3,
V0570,517d903d-4596-4c20-86e0-de6ad5360c16,50.0,95.6,50.0,-95.6,0.3,0.6,GND,
V0571,ef45902d-1124-4ff4-b2b0-14826ddd80ff,50.1,61.35,50.1,-61.35,0.2,0.45,OPT_RESET_N,
V0572,8aad7d3b-fdbf-420c-bd2a-4885908b69ee,50.1,64.7,50.1,-64.7,0.3,0.6,GND,
V0573,5f5d10e9-a551-4e4f-8f25-e827e2e1f1fa,50.15,98.35,50.15,-98.35,0.2,0.45,+3V3,C5.1@F.Cu
V0574,0ab0fac1-ac00-4845-bf11-f7eabc843857,50.2,69.4,50.2,-69.4,0.3,0.6,ACT_5V,
V0575,404cfb43-9dc7-47ad-8516-eb9bdaa5d3ce,50.2,91.75,50.2,-91.75,0.3,0.6,SENS_REQ,
V0576,0dc65eec-368a-456e-b45a-d8abbc48235f,50.25,21.35,50.25,-21.35,0.2,0.45,RGB_5V,C74.1@F.Cu
